mardyn trunk 20160512
currentTime	   3.999999999999959e+01
 Length	48 48 48
 Temperature	0.7
 NumberOfComponents	1
1	0	0	0	0
0 0 0	1 1 0.0979013468
0 0 0
1e+10
 NumberOfMolecules	2490
 MoleculeFormat	ICRVQD
935	1	8.9959327589959396931 4.176244295601013512 0.042532170964084126119	-0.72885600093875579919 0.65498052973773046581 -0.42208500951288879799	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
95	1	28.198465703834525442 4.808183694843561895 1.1671231497284455525	0.31294783162976685942 1.6330122167845779746 0.27630933412502078905	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
131	1	1.7697431041813866948 10.278430476016726658 1.1504209870811414884	1.3514455077633904523 -1.4068793925641986942 0.83181051802179539756	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
170	1	10.63834707183691286 12.416536830713177153 0.4382380580701817907	-0.92511744960563357942 -0.24567045634834863699 -0.64089541811926931114	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
361	1	13.070872907793242845 11.002533279034086178 1.8466539212609005549	0.65088371204606021436 -0.27486421056145488029 1.0523009023391027839	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2280	1	24.550237575823455671 11.190031934693005056 2.4127477665390739681	-1.0042035442767249798 0.73072929726115243287 -0.26083881972284206352	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2286	1	43.194104529606732967 10.926009498742983439 1.7785097199691830561	-0.30650389193266808219 -0.066339026668470954529 -0.59724635497524380945	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2397	1	18.942007104389467997 14.349190896684039132 0.15958967484593697406	-0.014750385564530054186 -0.23133191121453663963 0.49791781969813531106	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2170	1	2.1545486712088619541 15.62303936128120796 1.6669088280066717278	0.92966313211223916557 0.21835507458238587186 -1.6133958196349142966	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
111	1	21.399450652739954393 16.703754135153516813 1.5954881687892099595	-1.6036455377046889836 0.017268726361067913283 -0.18002349110387544373	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
654	1	33.697921567426412537 17.441022807453215648 2.5100450004289149852	-0.61530337589151951061 0.23812242817151380025 -1.0462448843892766526	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
1031	1	0.48159081158086103347 18.613197754449679167 1.4250908580421088878	1.5699588299055009522 -1.5140318711457354528 0.63787064163112661141	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
177	1	21.055459992975364969 19.230955021829188922 2.4336441968577009476	-0.12166060351699511943 -0.85004648719985442806 0.62087127338773984153	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
1030	1	47.190193015329057857 19.321041929037271245 0.54863074803854317008	-1.2708440150348332409 0.38432328479744731764 0.16310622430331789268	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2297	1	15.757660783573959051 24.069208450631915497 1.2487944409757323339	-0.54627040951396410584 1.2305778164919907169 -0.046763950468334605781	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2457	1	39.919851420546294207 23.088660729620968937 0.1586477971082725924	0.69557771754949748733 -0.064199210026021732989 0.46815845102051045767	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
254	1	41.14542978832677278 22.914145240154198291 1.228595105925004427	0.9329276045481337265 -0.059693181841753366335 2.2135062947578796333	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2341	1	12.052025772024689942 27.376787631051769267 1.0182516850710521261	0.27204131653427404691 0.097206272915639310717 0.059674188903508382231	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
