mardyn trunk 20160512
currentTime	   1.200000000000547e+02
 Length	48 66 48
 Temperature	0.7
 NumberOfComponents	1
1	0	0	0	0
0 0 0	1 1 0.0979013468
0 0 0
1e+10
 NumberOfMolecules	4459
 MoleculeFormat	ICRVQD
124	1	5.0057477766047426826 1.8359555063925692142 1.3185291007508623817	-1.7706867482313588535 0.98694411426405204146 -0.58247869311770061884	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2274	1	21.545616431799615498 0.92790716411655393969 0.4853524009666648209	0.60545673749362283189 -1.1399666309539382425 -2.7542782024336891489	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
106	1	28.169614325491306062 3.1677652082597176353 1.706393935936992845	-0.79498758154134641085 -0.32608045654952899639 0.12221109522335606157	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
76	1	41.884109786059170233 3.3156644806809283388 1.0331550425479931743	-0.15562160962093943284 -1.0343683924070916635 0.4289104321912084461	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
3409	1	24.651298055134475362 6.8903717145828853319 0.71054069410652342942	-0.37797067781299720224 -0.76372986859372704593 0.65427986485599765043	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2107	1	8.3205114629282039829 9.940469083256804339 0.9720517413572483667	-0.62675600792274654971 0.286011848241753186 0.050259140247999767315	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
1352	1	9.5676485890114690847 9.4421094134582705948 1.4141791607452409707	-1.6205996148343901897 1.449438024807503167 0.11711155332157319187	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
407	1	39.398494356176463782 12.574485626020470264 1.2930531147944037684	-0.39205845945163897426 -1.7499742401293221228 -0.29687297479719576554	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
3264	1	23.39461183350520912 14.57206854596607748 0.33582104541080842752	-0.44875438759684393997 -0.26732558554362384484 0.233389576982163921	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
548	1	36.565809793537049188 13.104070202752824414 0.88605946519788425508	-0.36379741692587269641 -0.63908428125172533907 -0.26987801971965996728	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
2214	1	23.08945803642808059 16.779675083206392117 0.41117860335282480078	-0.68043890269609808019 0.97431387384221890269 0.15594140452317956091	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
4413	1	38.809414060101687483 17.305817065029334145 1.7803199375308549346	0.01711633899674720391 0.71569563517404222175 -0.44116148884676259501	0.70710678118654757274 0.70710678118654757274 0 0	0 0 0	
